state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
Georgia,13159,Jasper County,5822,1761,7644,4061,0.7616431187859760,0.23037676609105200,0.5312663526949240
Georgia,13161,Jeff Davis County,4695,1028,5771,3667,0.8135505111765730,0.17813203950788400,0.6354184716686880
Georgia,13163,Jefferson County,3537,4058,7639,-521,0.463018719727713,0.5312213640528870,-0.06820264432517350
Georgia,13165,Jenkins County,2161,1266,3455,895,0.6254703328509410,0.36642547033285100,0.2590448625180900
Georgia,13167,Johnson County,2850,1222,4100,1628,0.6951219512195120,0.29804878048780500,0.3970731707317070
Georgia,13169,Jones County,9940,4882,14934,5058,0.6655952859247360,0.3269050488817460,0.3386902370429890
Georgia,13171,Lamar County,6331,2620,9045,3711,0.6999447208402430,0.2896627971254840,0.41028192371475900
Georgia,13173,Lanier County,2509,1019,3576,1490,0.7016219239373600,0.2849552572706940,0.41666666666666700
Georgia,13175,Laurens County,14493,8074,22731,6419,0.6375874356605520,0.3551977475693990,0.28238968809115300
Georgia,13177,Lee County,12007,4558,16714,7449,0.7183798013641260,0.27270551633361300,0.4456742850305130
Georgia,13179,Liberty County,7959,13104,21394,-5145,0.37202019257735800,0.6125081798635130,-0.240487987286155
Georgia,13181,Lincoln County,3173,1432,4641,1741,0.6836888601594480,0.3085541909071320,0.3751346692523160
Georgia,13183,Long County,3527,2035,5657,1492,0.6234753402863710,0.35973130634612000,0.26374403394025100
Georgia,13185,Lowndes County,25692,20116,46355,5576,0.5542444180778770,0.433955344623018,0.12028907345485900
Georgia,13187,Lumpkin County,12163,3126,15531,9037,0.7831433906380790,0.2012748696156080,0.5818685210224710
Georgia,13189,McDuffie County,6169,4168,10455,2001,0.5900526064084170,0.39866092778574800,0.1913916786226690
Georgia,13191,McIntosh County,4016,2612,6696,1404,0.5997610513739550,0.3900836320191160,0.20967741935483900
Georgia,13193,Macon County,1783,2858,4663,-1075,0.3823718636071200,0.6129101436843230,-0.2305382800772040
Georgia,13195,Madison County,11326,3411,14937,7915,0.7582513222199910,0.22835910825467000,0.5298922139653210
Georgia,13197,Marion County,2275,1312,3625,963,0.6275862068965520,0.3619310344827590,0.26565517241379300
Georgia,13199,Meriwether County,6524,4287,10877,2237,0.5997977383469710,0.3941344120621500,0.2056633262848210
Georgia,13201,Miller County,2066,748,2834,1318,0.7290049400141140,0.2639378969654200,0.4650670430486940
Georgia,13205,Mitchell County,4935,3993,8962,942,0.5506583351930370,0.4455478687792900,0.105110466413747
Georgia,13207,Monroe County,11057,4385,15590,6672,0.7092366901860170,0.2812700449005770,0.4279666452854390
Georgia,13209,Montgomery County,2960,980,3967,1980,0.7461557852281320,0.24703806402823300,0.49911772119989900
Georgia,13211,Morgan County,8231,3353,11706,4878,0.7031436869981210,0.28643430719289300,0.41670937980522800
Georgia,13213,Murray County,12944,2301,15389,10643,0.8411202807199950,0.1495223861199560,0.691597894600039
Georgia,13215,Muscogee County,30107,49446,80514,-19339,0.37393496783168100,0.6141292197630230,-0.24019425193134100
Georgia,13217,Newton County,23869,29789,54234,-5920,0.44011136925176100,0.5492679868717040,-0.10915661761994300
Georgia,13219,Oconee County,16595,8162,25168,8433,0.6593690400508580,0.3243006993006990,0.33506834075015900
Georgia,13221,Oglethorpe County,5592,2439,8133,3153,0.6875691626706010,0.299889339727038,0.3876798229435630
Georgia,13223,Paulding County,54517,29695,85372,24822,0.6385817364006940,0.34783067047744000,0.29075106592325400
Georgia,13225,Peach County,6506,5922,12553,584,0.5182824822751530,0.4717597387078790,0.046522743567274800
Georgia,13227,Pickens County,14110,2824,17167,11286,0.8219257878487800,0.1645016601619390,0.6574241276868410
Georgia,13229,Pierce County,7898,1100,9047,6798,0.8729965734497620,0.12158726649718100,0.7514093069525810
Georgia,13231,Pike County,9127,1505,10720,7622,0.8513992537313430,0.14039179104477600,0.7110074626865670
Georgia,13233,Polk County,13587,3657,17396,9930,0.781041618762934,0.21022074040009200,0.570820878362842
Georgia,13235,Pulaski County,2815,1230,4081,1585,0.6897819161970110,0.3013967164910560,0.3883851997059550
Georgia,13237,Putnam County,8291,3448,11855,4843,0.699367355546183,0.2908477435681150,0.4085196119780680
Georgia,13239,Quitman County,604,497,1106,107,0.546112115732369,0.44936708860759500,0.09674502712477400
Georgia,13241,Rabun County,7474,1984,9568,5490,0.7811454849498330,0.20735785953177300,0.5737876254180600
Georgia,13243,Randolph County,1390,1671,3073,-281,0.4523267165636190,0.5437683045883500,-0.09144158802473150
Georgia,13245,Richmond County,26780,59119,87009,-32339,0.307784252203795,0.6794584468273400,-0.3716741946235450
Georgia,13247,Rockdale County,13014,31237,44681,-18223,0.29126474340323600,0.6991114791522120,-0.4078467357489760
Georgia,13249,Schley County,1800,462,2275,1338,0.7912087912087910,0.20307692307692300,0.5881318681318680
Georgia,13251,Screven County,3915,2661,6627,1254,0.5907650520597560,0.40153915799004100,0.18922589406971500
Georgia,13253,Seminole County,2613,1256,3888,1357,0.6720679012345680,0.3230452674897120,0.34902263374485600
Georgia,13255,Spalding County,18104,11828,30211,6276,0.5992519281056570,0.3915130250570980,0.20773890304855800
Georgia,13257,Stephens County,9367,2386,11885,6981,0.7881363062684060,0.20075725704669800,0.587379049221708
Georgia,13259,Stewart County,801,1182,1990,-381,0.40251256281407000,0.5939698492462310,-0.19145728643216100
Georgia,13261,Sumter County,5733,6314,12148,-581,0.47192953572604500,0.5197563384919330,-0.047826802765887400
Georgia,13263,Talbot County,1392,2114,3522,-722,0.39522998296422500,0.6002271436683700,-0.20499716070414500
Georgia,13265,Taliaferro County,360,561,928,-201,0.3879310344827590,0.6045258620689660,-0.2165948275862070
Georgia,13267,Tattnall County,6054,2062,8185,3992,0.7396456933414780,0.25192425167990200,0.4877214416615760
Georgia,13269,Taylor County,2420,1388,3842,1032,0.6298802706923480,0.3612701717855280,0.26861009890681900
Georgia,13271,Telfair County,2825,1488,4334,1337,0.6518227964928470,0.34333179510844500,0.3084910013844020
Georgia,13273,Terrell County,2004,2376,4416,-372,0.453804347826087,0.5380434782608700,-0.08423913043478250
Georgia,13275,Thomas County,12969,8708,21872,4261,0.5929498902706660,0.398134601316752,0.1948152889539140
Georgia,13277,Tift County,10784,5318,16279,5466,0.6624485533509430,0.32667854290804100,0.33577001044290200
Georgia,13279,Toombs County,7873,2938,10914,4935,0.7213670514934950,0.26919552867876100,0.45217152281473300
Georgia,13281,Towns County,6384,1550,7979,4834,0.800100263190876,0.19425993232234600,0.6058403308685300
Georgia,13283,Treutlen County,2101,952,3077,1149,0.682807929801755,0.30939226519337000,0.3734156646083850
Georgia,13285,Troup County,18142,11577,30047,6565,0.6037873997404070,0.38529636902186600,0.21849103071854100
Georgia,13287,Turner County,2349,1409,3791,940,0.619625428646795,0.3716697441308360,0.24795568451595900
Georgia,13289,Twiggs County,2370,2044,4444,326,0.5333033303330330,0.45994599459946000,0.07335733573357340
Georgia,13291,Union County,12650,2800,15558,9850,0.813086514976218,0.17997171872991400,0.6331147962463040
Georgia,13293,Upson County,8606,4203,12905,4403,0.6668733049205730,0.3256877179387830,0.34118558698179000
Georgia,13295,Walker County,23173,5770,29354,17403,0.7894324453226140,0.1965660557334610,0.592866389589153
Georgia,13297,Walton County,37839,12683,51093,25156,0.7405906875697260,0.24823361321511800,0.4923570743546080
Georgia,13299,Ware County,9903,4169,14189,5734,0.6979350200859820,0.29381915568398100,0.40411586440200200
Georgia,13301,Warren County,1166,1468,2650,-302,0.44,0.5539622641509430,-0.1139622641509430
Georgia,13303,Washington County,4668,4743,9477,-75,0.49256093700538100,0.5004748338081670,-0.007913896802785700
Georgia,13305,Wayne County,9987,2688,12779,7299,0.781516550590813,0.21034509742546400,0.5711714531653490
Georgia,13307,Webster County,748,640,1391,108,0.5377426312005750,0.46010064701653500,0.07764198418404020
Georgia,13309,Wheeler County,1583,689,2285,894,0.6927789934354490,0.3015317286652080,0.3912472647702410
Georgia,13311,White County,12222,2411,14816,9811,0.8249190064794820,0.1627294816414690,0.662189524838013
Georgia,13313,Whitfield County,25644,10680,36766,14964,0.6974922482728610,0.29048577490072300,0.40700647337213700
Georgia,13315,Wilcox County,2402,861,3279,1541,0.7325404086611770,0.262580054894785,0.4699603537663920
Georgia,13317,Wilkes County,2823,2160,5030,663,0.5612326043737570,0.4294234592445330,0.13180914512922500
Georgia,13319,Wilkinson County,2665,2074,4770,591,0.5587002096436060,0.4348008385744240,0.12389937106918200
Georgia,13321,Worth County,6830,2395,9285,4435,0.7355950457727520,0.2579429186860530,0.4776521270866990
Hawaii,15001,Hawaii County,26897,58731,87814,-31834,0.3062951237843620,0.6688113512651740,-0.3625162274808120
Hawaii,15003,Honolulu County,136259,238869,382114,-102610,0.3565925352120050,0.6251249627074640,-0.2685324274954600
Hawaii,15007,Kauai County,11582,21225,33497,-9643,0.3457623070722750,0.6336388333283580,-0.2878765262560830
Hawaii,15009,Maui County,22126,47305,71044,-25179,0.311440797252407,0.6658549631214460,-0.3544141658690390
Idaho,16001,Ada County,130699,120539,259389,10160,0.5038725620593010,0.46470359190250900,0.039168970156791500
Idaho,16003,Adams County,1941,591,2586,1350,0.7505800464037120,0.228538283062645,0.5220417633410670
Idaho,16005,Bannock County,23331,14682,39553,8649,0.5898667610547870,0.37119813920562300,0.21866862184916400
Idaho,16007,Bear Lake County,2914,350,3315,2564,0.8790346907993970,0.10558069381598800,0.7734539969834090
Idaho,16009,Benewah County,3878,977,4973,2901,0.779810979288156,0.1964608887995170,0.5833500904886390
Idaho,16011,Bingham County,15295,4124,20094,11171,0.7611724893002890,0.20523539364984600,0.555937095650443
Idaho,16013,Blaine County,4031,8919,13288,-4888,0.3033564118001200,0.671207104154124,-0.3678506923540040
Idaho,16015,Boise County,3485,1204,4820,2281,0.7230290456431540,0.24979253112033200,0.47323651452282200
Idaho,16017,Bonner County,18369,8310,27352,10059,0.6715779467680610,0.30381690552793200,0.36776104124012900
Idaho,16019,Bonneville County,37805,14254,53995,23551,0.700157421983517,0.26398740624131900,0.4361700157421980
Idaho,16021,Boundary County,4937,1220,6313,3717,0.7820370663709810,0.19325201964200900,0.5887850467289720
Idaho,16023,Butte County,1202,188,1415,1014,0.8494699646643110,0.13286219081272100,0.71660777385159
Idaho,16025,Camas County,507,149,754,358,0.6724137931034480,0.1976127320954910,0.4748010610079580
Idaho,16027,Canyon County,61759,25881,90438,35878,0.6828877241867360,0.2861739534266570,0.3967137707600790
Idaho,16029,Caribou County,2906,431,3416,2475,0.8507025761124120,0.12617096018735400,0.7245316159250590
Idaho,16031,Cassia County,7907,1464,9629,6443,0.8211652300342710,0.15204071035413900,0.6691245196801330
Idaho,16033,Clark County,264,41,311,223,0.8488745980707400,0.13183279742765300,0.7170418006430870
Idaho,16035,Clearwater County,3453,877,4419,2576,0.781398506449423,0.1984611903145510,0.5829373161348720
Idaho,16037,Custer County,2089,603,2739,1486,0.7626871120847020,0.22015334063526800,0.542533771449434
Idaho,16039,Elmore County,7246,2601,10205,4645,0.7100440960313570,0.254875061244488,0.4551690347868690
Idaho,16041,Franklin County,5845,657,6664,5188,0.8771008403361340,0.09858943577430970,0.7785114045618250
Idaho,16043,Fremont County,5548,998,6719,4550,0.8257181128144070,0.14853400803691000,0.6771841047774970
Idaho,16045,Gem County,7951,1803,9958,6148,0.7984535047198230,0.1810604539064070,0.6173930508134160
Idaho,16047,Gooding County,4659,1256,6050,3403,0.7700826446280990,0.20760330578512400,0.5624793388429750
Idaho,16049,Idaho County,7826,1561,9602,6265,0.8150385336388250,0.16257029785461400,0.6524682357842120
Idaho,16051,Jefferson County,12099,1661,14173,10438,0.8536654201651030,0.11719466591406200,0.7364707542510410
Idaho,16053,Jerome County,5734,1893,7812,3841,0.7339989759344600,0.2423195084485410,0.4916794674859190
Idaho,16055,Kootenai County,62837,24312,89878,38525,0.6991366074011440,0.27050001112619300,0.42863659627495100
Idaho,16057,Latah County,9472,10236,20570,-764,0.46047642197374800,0.4976178901312590,-0.03714146815751100
Idaho,16059,Lemhi County,3592,1032,4738,2560,0.7581257914731960,0.2178134233853950,0.5403123680878010
Idaho,16061,Lewis County,1489,349,1870,1140,0.7962566844919790,0.18663101604278100,0.6096256684491980
Idaho,16063,Lincoln County,1469,414,1940,1055,0.7572164948453610,0.2134020618556700,0.5438144329896910
Idaho,16065,Madison County,13559,2666,17112,10893,0.7923679289387560,0.15579710144927500,0.636570827489481
Idaho,16067,Minidoka County,6265,1550,7993,4715,0.7838108344801700,0.1939196797197550,0.5898911547604150
Idaho,16069,Nez Perce County,13738,6686,20967,7052,0.6552201077884290,0.31888205274955900,0.3363380550388710
Idaho,16071,Oneida County,2148,249,2451,1899,0.8763769889840880,0.10159118727050200,0.7747858017135860
Idaho,16073,Owyhee County,3819,816,4742,3003,0.8053563897089840,0.1720792914382120,0.6332770982707720
Idaho,16075,Payette County,8862,2161,11293,6701,0.7847339059594440,0.1913574780837690,0.5933764278756750
Idaho,16077,Power County,2116,865,3086,1251,0.6856772521062870,0.280298120544394,0.4053791315618930
Idaho,16079,Shoshone County,4216,1693,6049,2523,0.6969747065630680,0.27988097206149800,0.4170937345015710
Idaho,16081,Teton County,2858,3318,6347,-460,0.4502914762880100,0.5227666614148420,-0.07247518512683150
Idaho,16083,Twin Falls County,25897,9391,36680,16506,0.7060250817884410,0.2560250817884410,0.45
Idaho,16085,Valley County,3947,2976,7063,971,0.5588276936146110,0.4213507008353390,0.13747699277927200
Idaho,16087,Washington County,4154,1073,5344,3081,0.7773203592814370,0.20078592814371300,0.5765344311377250
Illinois,17001,Adams County,24220,8633,33527,15587,0.7224028395024910,0.25749396009186600,0.46490887941062400
Illinois,17003,Alexander County,1486,1114,2625,372,0.5660952380952380,0.42438095238095200,0.14171428571428600
Illinois,17005,Bond County,5625,2288,8144,3337,0.6906925343811400,0.28094302554027500,0.4097495088408650
Illinois,17007,Boone County,13883,10542,24979,3341,0.5557868609632090,0.4220345089875500,0.13375235197566000
Illinois,17009,Brown County,1931,486,2525,1445,0.7647524752475250,0.19247524752475200,0.5722772277227720
Illinois,17011,Bureau County,10411,6669,17434,3742,0.5971664563496620,0.38252839279568700,0.21463806355397500
Illinois,17013,Calhoun County,2046,677,2773,1369,0.7378290659935090,0.2441399206635410,0.49368914532996800
Illinois,17015,Carroll County,5105,2748,8024,2357,0.6362163509471590,0.3424725822532400,0.2937437686939180
Illinois,17017,Cass County,3625,1615,5326,2010,0.6806233571160350,0.3032294404806610,0.3773939166353740
Illinois,17019,Champaign County,35285,57067,95568,-21782,0.36921354428260500,0.5971350242759080,-0.2279214799933030
Illinois,17021,Christian County,11563,4335,16204,7228,0.7135892372253770,0.2675265366576150,0.4460627005677610
Illinois,17023,Clark County,6226,1993,8355,4233,0.745182525433872,0.23853979652902500,0.5066427289048470
Illinois,17025,Clay County,5629,1129,6899,4500,0.815915350050732,0.16364690534860100,0.6522684447021310
Illinois,17027,Clinton County,14304,4493,19214,9811,0.7444571666493180,0.23383990840012500,0.5106172582491930
Illinois,17029,Coles County,14037,8067,22606,5970,0.6209413430062820,0.35685216314252900,0.264089179863753
Illinois,17031,Cook County,558269,1725973,2321399,-1167704,0.24048817114162600,0.7435055326550930,-0.5030173615134670
Illinois,17033,Crawford County,7043,2202,9441,4841,0.7460014828937610,0.23323800444868100,0.51276347844508
Illinois,17035,Cumberland County,4601,1142,5850,3459,0.7864957264957270,0.19521367521367500,0.5912820512820510
Illinois,17037,DeKalb County,21905,24643,47989,-2738,0.4564587718018710,0.5135135135135140,-0.05705474171164220
Illinois,17039,De Witt County,5632,2191,8024,3441,0.7018943170488530,0.27305583250249300,0.42883848454636100
Illinois,17041,Douglas County,6227,2335,8760,3892,0.7108447488584480,0.2665525114155250,0.4442922374429220
Illinois,17043,DuPage County,193611,281222,485064,-87611,0.399145267428628,0.5797626704929660,-0.18061740306433800
Illinois,17045,Edgar County,6193,1887,8196,4306,0.7556124938994630,0.23023426061493400,0.525378233284529
Illinois,17047,Edwards County,2833,488,3368,2345,0.8411520190023750,0.14489311163895500,0.6962589073634200
Illinois,17049,Effingham County,15006,3716,19083,11290,0.7863543468008180,0.1947282921972440,0.5916260546035740
Illinois,17051,Fayette County,8055,1826,10076,6229,0.7994243747518860,0.1812227074235810,0.6182016673283050
Illinois,17053,Ford County,5048,1754,6967,3294,0.7245586335582030,0.25175828907707800,0.4728003444811250
Illinois,17055,Franklin County,13622,4760,18669,8862,0.7296587926509190,0.254968128983877,0.4746906636670420
Illinois,17057,Fulton County,9867,6503,16724,3364,0.5899904329107870,0.38884238220521400,0.20114805070557300
Illinois,17059,Gallatin County,2019,622,2675,1397,0.7547663551401870,0.23252336448598100,0.5222429906542060
Illinois,17061,Greene County,4770,1349,6227,3421,0.7660189497350250,0.21663722498795600,0.5493817247470690
Illinois,17063,Grundy County,16523,9626,26753,6897,0.6176129779837780,0.35981011475348600,0.257802863230292
Illinois,17065,Hamilton County,3432,824,4323,2608,0.7938931297709920,0.19060837381448100,0.6032847559565120
Illinois,17067,Hancock County,6906,2315,9383,4591,0.7360119364808700,0.2467227965469470,0.4892891399339230
Illinois,17069,Hardin County,1691,449,2162,1242,0.7821461609620720,0.20767807585568900,0.5744680851063830
Illinois,17071,Henderson County,2394,1187,3656,1207,0.6548140043763680,0.324671772428884,0.3301422319474840
Illinois,17073,Henry County,15300,9797,25700,5503,0.5953307392996110,0.3812062256809340,0.21412451361867700
Illinois,17075,Iroquois County,10877,2908,14044,7969,0.774494446026773,0.2070635146681860,0.5674309313585870
Illinois,17077,Jackson County,10890,11181,22716,-291,0.47939778129952500,0.4922081352350770,-0.012810353935552100
Illinois,17079,Jasper County,4494,1007,5586,3487,0.8045112781954890,0.18027210884353700,0.6242391693519510
Illinois,17081,Jefferson County,12476,4608,17436,7868,0.7155310851112640,0.264280798348245,0.45125028676301900
Illinois,17083,Jersey County,8712,2961,11960,5751,0.728428093645485,0.2475752508361200,0.4808528428093650
Illinois,17085,Jo Daviess County,7166,5109,12495,2057,0.5735094037615050,0.40888355342136900,0.16462585034013600
Illinois,17087,Johnson County,5059,1281,6450,3778,0.7843410852713180,0.1986046511627910,0.5857364341085270
Illinois,17089,Kane County,96775,130166,231876,-33391,0.4173566906450000,0.561360382273284,-0.14400369162828400
Illinois,17091,Kankakee County,28532,20271,50039,8261,0.5701952477067890,0.4051040188652850,0.16509122884150400
Illinois,17093,Kendall County,29492,33168,64205,-3676,0.45934117280585600,0.5165952807413750,-0.05725410793551910
Illinois,17095,Knox County,12009,10703,23205,1306,0.5175177763413060,0.46123680241327300,0.056280973928032800
Illinois,17097,Lake County,123594,204032,334156,-80438,0.3698691629059480,0.6105890661846560,-0.24071990327870800
Illinois,17099,LaSalle County,30113,22442,53683,7671,0.5609410800439620,0.4180466814447780,0.14289439859918400
Illinois,17101,Lawrence County,4886,1419,6422,3467,0.7608221737776390,0.22095920274057900,0.5398629710370600
Illinois,17103,Lee County,9630,6407,16440,3223,0.5857664233576640,0.3897201946472020,0.19604622871046200
Illinois,17105,Livingston County,12208,4615,17174,7593,0.710841970420403,0.2687201583789450,0.44212181204145800
Illinois,17107,Logan County,9136,3840,13294,5296,0.6872273205957580,0.2888521137355200,0.39837520686023800
Illinois,17109,McDonough County,7027,4992,12285,2035,0.571998371998372,0.40634920634920600,0.16564916564916600
Illinois,17111,McHenry County,82260,78154,164578,4106,0.4998237917583150,0.4748751351942540,0.02494865656406080
Illinois,17113,McLean County,40502,43933,87389,-3431,0.4634679421895200,0.5027291764409710,-0.039261234251450400
Illinois,17115,Macon County,28589,19847,49387,8742,0.5788770324174380,0.4018668880474620,0.17701014436997600
Illinois,17117,Macoupin County,16153,7365,24070,8788,0.6710843373493980,0.30598255089322800,0.3651017864561700
Illinois,17119,Madison County,76031,57836,137558,18195,0.5527195801043920,0.42044810189156600,0.13227147821282700
Illinois,17121,Marion County,12678,4524,17492,8154,0.7247884747313060,0.2586325177223870,0.4661559570089180
Illinois,17123,Marshall County,4197,2005,6345,2192,0.6614657210401890,0.31599684791174200,0.34546887312844800
Illinois,17125,Mason County,4654,1985,6766,2669,0.6878510198049070,0.29337865799586200,0.39447236180904500
Illinois,17127,Massac County,4997,1725,6818,3272,0.7329128776767380,0.2530067468465830,0.4799061308301560
Illinois,17129,Menard County,4764,2022,6954,2742,0.6850733390854190,0.2907679033649700,0.3943054357204490
Illinois,17131,Mercer County,5418,3280,8914,2138,0.6078079425622620,0.36796051155485800,0.23984743100740400
Illinois,17133,Monroe County,14142,6569,21206,7573,0.6668867301707060,0.3097708195793640,0.3571159105913420
Illinois,17135,Montgomery County,9544,3905,13761,5639,0.6935542475110820,0.2837729816147080,0.40978126589637400
Illinois,17137,Morgan County,9950,5076,15333,4874,0.6489271505902300,0.3310506750146740,0.317876475575556
Illinois,17139,Moultrie County,4964,1662,6744,3302,0.736061684460261,0.24644128113879000,0.48962040332147100
Illinois,17141,Ogle County,16248,9428,26340,6820,0.6168564920273350,0.35793470007593000,0.2589217919514050
Illinois,17143,Peoria County,38252,43578,83973,-5326,0.4555273718933470,0.5189525204530030,-0.06342514855965610
Illinois,17145,Perry County,7313,2612,10071,4701,0.7261443749379410,0.2593585542647210,0.4667858206732200
Illinois,17147,Piatt County,6248,3329,9851,2919,0.6342503299157450,0.33793523500152300,0.2963150949142220
Illinois,17149,Pike County,6332,1484,7965,4848,0.794978028876334,0.18631512868801000,0.6086629001883240
Illinois,17151,Pope County,1722,433,2175,1289,0.7917241379310350,0.19908045977011500,0.5926436781609200
Illinois,17153,Pulaski County,1699,891,2631,808,0.6457620676548840,0.338654503990878,0.3071075636640060
Illinois,17155,Putnam County,1993,1338,3390,655,0.587905604719764,0.39469026548672600,0.1932153392330380
Illinois,17157,Randolph County,11076,3592,14910,7484,0.7428571428571430,0.2409121395036890,0.501945003353454
Illinois,17159,Richland County,6089,1830,8063,4259,0.7551779734590100,0.22696266898176900,0.5282153044772420
Illinois,17161,Rock Island County,28603,36691,66817,-8088,0.4280796803208760,0.5491267192480960,-0.12104703892721900
Illinois,17163,St. Clair County,57150,68325,128104,-11175,0.44612190095547400,0.5333557109848250,-0.08723381002935120
Illinois,17165,Saline County,8103,2789,11089,5314,0.730724141040671,0.25151050590675400,0.4792136351339170
Illinois,17167,Sangamon County,53485,48917,104751,4568,0.5105917843266410,0.4669836087483650,0.04360817557827610
Illinois,17169,Schuyler County,2773,1068,3918,1705,0.7077590607452780,0.2725880551301680,0.43517100561511000
Illinois,17171,Scott County,2114,572,2741,1542,0.7712513681138270,0.20868296242247400,0.5625684056913540
Illinois,17173,Shelby County,9426,2504,12097,6922,0.7792014549061750,0.20699346945523700,0.5722079854509380
Illinois,17175,Stark County,2004,815,2886,1189,0.6943866943866940,0.2823977823977820,0.411988911988912
Illinois,17177,Stephenson County,12521,9055,22048,3466,0.5678973149492020,0.41069484760522500,0.15720246734397700
Illinois,17179,Tazewell County,42513,24819,69051,17694,0.6156753703784160,0.35942998653169400,0.25624538384672200
Illinois,17181,Union County,6161,2579,8904,3582,0.6919362084456420,0.2896451033243490,0.4022911051212940
Illinois,17183,Vermilion County,20725,10323,31642,10402,0.6549838821819100,0.3262436002781110,0.3287402819037990
Illinois,17185,Wabash County,4237,1253,5607,2984,0.7556625646513290,0.22347066167290900,0.5321919029784200
Illinois,17187,Warren County,4676,3090,7924,1586,0.5901060070671380,0.3899545683997980,0.2001514386673400
Illinois,17189,Washington County,6115,1641,7921,4474,0.7719984850397680,0.20717081176619100,0.5648276732735770
Illinois,17191,Wayne County,7176,1187,8499,5989,0.8443346276032470,0.13966348982233200,0.7046711377809150
Illinois,17193,White County,5791,1517,7431,4274,0.7793029201991660,0.20414479881577200,0.575158121383394
Illinois,17195,Whiteside County,14527,12253,27375,2274,0.5306666666666670,0.44759817351598200,0.08306849315068490
Illinois,17197,Will County,155116,183915,346266,-28799,0.4479677473387510,0.5311379113167330,-0.08317016397798230
Illinois,17199,Williamson County,22801,10206,33729,12595,0.6760058110231550,0.3025882771502270,0.37341753387292800
Illinois,17201,Winnebago County,60861,64056,127710,-3195,0.4765562602771910,0.5015738783180640,-0.025017618040873800
Illinois,17203,Woodford County,14799,6160,21498,8639,0.6883896176388500,0.2865382826309420,0.4018513350079080
Indiana,18001,Adams County,10686,3236,14209,7450,0.7520585544373290,0.22774297980153400,0.5243155746357940
Indiana,18003,Allen County,92083,73189,169082,18894,0.5446055759927140,0.432860978696727,0.11174459729598700
Indiana,18005,Bartholomew County,22410,12934,36235,9476,0.6184628121981510,0.35694770249758500,0.2615151097005660
Indiana,18007,Benton County,3007,1009,4114,1998,0.7309188138065140,0.2452600875060770,0.48565872630043800
Indiana,18009,Blackford County,3841,1376,5350,2465,0.7179439252336450,0.25719626168224300,0.46074766355140200
Indiana,18011,Boone County,22351,15244,38520,7107,0.5802440290758050,0.395742471443406,0.18450155763239900
Indiana,18013,Brown County,5777,3036,8981,2741,0.643246854470549,0.33804698808595900,0.30519986638459000
Indiana,18015,Carroll County,7086,2224,9495,4862,0.7462875197472350,0.2342285413375460,0.5120589784096890
Indiana,18017,Cass County,10552,4304,15198,6248,0.6943018818265560,0.2831951572575340,0.41110672456902200
Indiana,18019,Clark County,33668,23093,57869,10575,0.5817968169486250,0.3990564896576750,0.1827403272909500
Indiana,18021,Clay County,9499,2552,12267,6947,0.7743539577728870,0.20803782505910200,0.566316132713785
Indiana,18023,Clinton County,9334,3361,12949,5973,0.720827863155456,0.25955672252683600,0.46127114062862000
Indiana,18025,Crawford County,3483,1355,4944,2128,0.7044902912621360,0.2740695792880260,0.43042071197411
Indiana,18027,Daviess County,9576,2169,11954,7407,0.8010707712899450,0.18144554124142500,0.6196252300485190
Indiana,18029,Dearborn County,19528,5446,25383,14082,0.7693338060906910,0.21455304731513200,0.5547807587755580
Indiana,18031,Decatur County,9575,2439,12287,7136,0.7792789126719300,0.19850248229836400,0.5807764303735660
Indiana,18033,DeKalb County,14237,4966,19628,9271,0.7253413490931320,0.25300590992459800,0.47233543916853500
Indiana,18035,Delaware County,26827,20474,48191,6353,0.5566807080160200,0.42485111327841300,0.13182959473760700
Indiana,18037,Dubois County,15033,6292,21770,8741,0.6905374368396880,0.28902158934313300,0.40151584749655500
Indiana,18039,Elkhart County,46972,26108,74387,20864,0.6314544207993330,0.35097530482476800,0.2804791159745660
Indiana,18041,Fayette County,7755,2237,10136,5518,0.7650947119179160,0.22069850039463300,0.5443962115232830
Indiana,18043,Floyd County,23400,17511,41802,5889,0.5597818286206400,0.4189034017511120,0.14087842686952800
Indiana,18045,Fountain County,6154,1629,7986,4525,0.7705985474580520,0.20398196844477800,0.5666165790132730
Indiana,18047,Franklin County,9691,2137,12000,7554,0.8075833333333330,0.17808333333333300,0.6295
Indiana,18049,Fulton County,6694,2280,9147,4414,0.7318246419591120,0.24926205313217400,0.48256258882693800
Indiana,18051,Gibson County,11817,4023,16161,7794,0.7312047521811770,0.24893261555596800,0.4822721366252090
Indiana,18053,Grant County,18543,8015,27159,10528,0.6827570970948860,0.295113958540447,0.38764313855443900
Indiana,18055,Greene County,11103,3389,14784,7714,0.7510146103896100,0.22923430735930700,0.521780303030303
Indiana,18057,Hamilton County,101587,88390,193999,13197,0.5236470291083970,0.45562090526239800,0.06802612384599920
Indiana,18059,Hancock County,28996,12895,42911,16101,0.6757241732889000,0.30050569783971500,0.3752184754491860
Indiana,18061,Harrison County,14565,5343,20236,9222,0.7197568689464320,0.2640343941490410,0.4557224747973910
Indiana,18063,Hendricks County,53802,32604,88505,21198,0.6078978588780300,0.36838596689452600,0.23951189198350400
Indiana,18065,Henry County,15043,5544,21030,9499,0.7153114598193060,0.263623395149786,0.4516880646695200
Indiana,18067,Howard County,26449,13303,40630,13146,0.6509721880383950,0.327418163918287,0.3235540241201080
